personLabel	aliasLabel
Zog I of Albania	Ahmet Muhtar Bej Zogolli
Zog I of Albania	Ahmet Zogu
Zog I of Albania	King Zog
Zog I of Albania	King Zog I
Zog I of Albania	King Zog I of Albania
Zog I of Albania	King Zog I of the Albanians
Zog I of Albania	King Zog of Albania
Zog I of Albania	King Zog of the Albanians
Zog I of Albania	Zog I of the Albanians
Zog I of Albania	Zog I, King of Albania
Zog I of Albania	Zog I, King of the Albanians
Zog I of Albania	Zog I, Skanderbeg III of the Albanians
Zog I of Albania	Zog of Albania
Zog I of Albania	Zog of the Albanians
Zog I of Albania	Zog, King of Albania
Zog I of Albania	Zog, King of the Albanians
Ludwig von Urlichs	Karl Ludwig von Urlichs
Philipp Bouhler	
Erwin Ammann	
Günter Gloser	
Ferdinand von Lüninck	
Artur Axmann	
Artur Maximilian von Bylandt-Rheidt	
Konstantin Rokossovsky	Konstanty Rokossowski
Peter von Goëss	
Andreas Bausewein	
Ladislaus III of Hungary	Ladislaus III
Werner Best	Dr. Werner Best
Werner Best	Karl Rudolf Werner Best
Albert Rohan	
Bertram Blank	
Alexander Fadeyev	Alexander Alexandrovich Fadeyev
Albert Norden	Hans Behrend
Józef Kościelski	Jozef Koscielski
Ladislaus III of Hungary	Ladislaus III [House of Árpád] of Hungary
Wilhelm Loewe	Wilhelm Loewe-Kalbe
Johannes Althusius	
Yaşar Yakış	
Pervez Musharraf	Perves Musharraf
Pervez Musharraf	Parvez Musharraf
Pervez Musharraf	Parvez Muśharraf
Anke Spoorendonk	
Cristina Fernández de Kirchner	Cristina Fernandez
Friedrich Mandl	Fredrich Alexander Maria Fritz Mandl
Cristina Fernández de Kirchner	Cristina Fernández
Otto Schily	Otto Georg Schily
Santiago Llaver	Santiago Felipe Llaver
Berenice IV of Egypt	Berenice Epiphaneia
William Butler Yeats	W.B. Yeats
William Butler Yeats	W. B. Yeats
William Butler Yeats	William Yeats
Prince Adalbert of Bavaria	Prince Adalbert Wilhelm Georg Ludwig of Bavaria
Elvira Nabiullina	El'vira Nabiullina
Elvira Nabiullina	Ėl'vira Nabiullina
Elvira Nabiullina	Elvira Sakhipzadovna Nabiullina
Elvira Nabiullina	Elvira Səxipzadə qızı Nəbiullina
Pilar Mercedes Miró Romero	Pilar Miro
Pilar Mercedes Miró Romero	Pilar Miró
Cristina Fernández de Kirchner	Cristina Fernandez de Kirchner
Cristina Fernández de Kirchner	Cristina Kirchner
Ferdinand Maria, Elector of Bavaria	Elector of Bavaria, 1636-1679 Ferdinand Maria
Ferdinand Maria, Elector of Bavaria	Ferdinand Maria
Princess Viktoria of Prussia	Friederike Amalia Wilhelmine Viktoria Prinzessin von Preußen
Princess Viktoria of Prussia	Princess Friederike Amalia Wilhelmine Viktoria of Prussia
Andrew Cunningham, 1st Viscount Cunningham of Hyndhope	Andrew Cunningham
Ernst von Weizsäcker	
Manfred Wörner	
Gustav von Schönberg	
James Guyon	
Johann Nepomuk Berger	
Karl Friedrich von Kübeck	
Carl Moltke	
Max Winkler	
David Gill	
Princess Luise Dorothea of Saxe-Meiningen	Luise Dorothea of Saxe-Meiningen
Thanin Kraiwichian	Tanin Kraivixien
Thanin Kraiwichian	Thanin Kraivichien
Gerhard Schröder	
Maria Barroso	Maria de Jesus Simões Barroso Soares
Kamil Krofta	
Joseph Berchtold	
Alfred von Waldersee	Alfred Ludwig Heinrich Karl Graf von Waldersee
Alfred von Waldersee	Field Marshal Alfred Heinrich Karl Ludwig von Waldersee
Charles-Joseph, 4th Duke d'Ursel	Charles Joseph, 4.Duc d'Ursel
Jürgen Klute	
Sitara Achakzai	
Kurt Gruber	
Andrew Cunningham, 1st Viscount Cunningham of Hyndhope	Andrew Browne Cunningham
Andrew Cunningham, 1st Viscount Cunningham of Hyndhope	Andrew Browne Cunningham, 1st Viscount Cunningham of Hyndhope
Yanis Varoufakis	Ioannis Varoufakis
Countess Palatine Dorothea Sophie of Neuburg	Dorothea Sophie of Neuburg
Viktor Brack	Viktor Brach
Viktor Brack	Viktor Hermann Brack
William A. Burwell	William Armisted Burwell
Karl Korsch	
Ernst Georg Ferdinand Küster	
Heinrich Class	
Archduke Sigismund of Austria	
Friedrich Mandl	Fritz Mandl
Pervez Musharraf	Musharraf
Franz Ritter von Epp	
Johann Georg von Langen	
Peter Wilhelm Forchhammer	
Berenice IV of Egypt	Berenice IV Epiphaneia
Hashim Jalilul Alam Aqamaddin of Brunei	Hashim Jalilul Alam Aqamaddin ibni Sultan Omar Ali Saifuddien II
Johann Gustav Droysen	Johann Gustav Bernhard Droysen
Muhammad Ali Bey al-Abid	Muḥammad ‘Alī Bak al-‘Ābid
Béla III of Hungary	Bela III of Hungary
Bolko von Richthofen	Bolko Ernst Karl Richthofen
Elisabeth Köstinger	Elli Köstinger
Hermann Baranowski	
Renate Sommer	
Hanna-Renate Laurien	
Ernst Ehlers	Ehlers
Omar Ali Saifuddien III of Brunei	Sultan Haji Omar Ali Saifuddin III
John Mogg, Baron Mogg	John Frederick Mogg, Baron Mogg
Udo Pastörs	Udo Pastors
Stephen IV of Hungary	Stephen IV Arpád, King of Hungary
Gerhard Mayer-Vorfelder	MV
Prince Philipp, Landgrave of Hesse	Philipp Prinz von Hessen
Prince Philipp, Landgrave of Hesse	Philipp von Hessen
Ismail Ertug	İsmail Ertuğ
Abdurrahim El-Keib	Abdurrahim Abdulhafiz El-Keib
Julia Gillard	Julia Eileen Gillard
Julia Gillard	Prime Minister Gillard
Julia Gillard	The Honourable Julia Gillard MP
Hans Graf von Bülow	Hans von Bülow
Hans Graf von Bülow	Hans, Count von Bülow
Hans Graf von Bülow	Ludwig Friedrich Victor Hans von Bülow
Ladislaus II of Hungary	Ladislas II Arpád, King of Hungary
Ladislaus II of Hungary	Ladislaus II
Leopold Kaufmann	Leopold Ernst Kaufmann
Michel Ney	Marshal Ney
Ernst Ehlers	Ernst Heinrich Ehlers
Paul Verner	
Karl von Seinsheim	
Rudolf Jung	
Rudolf Weiß	
Frank Dietrich	
Reinhold Pauli	
Emil Maurice	
Michael Baumgarten	
Abdumalik Abdullajanov	Abdumalik Abdullayevich Abdullajanov
Severn E. Parker	Severn Eyre Parker
Max de Crinis	
Anton von Puchner	
Christean Wagner	
Johann Nikolaus Friedrich Brauer	
Karl Ludwig Jühlke	
Rudolf Engelhard	
Kim Il-sung	Kim Il Sung
Kim Il-sung	Kim Sŏng-ju
Inge Höger	Inge Dora Minna Höger
Aurore Martin	
John II Komnenos	
Arno Schickedanz	
Franz Hoen	
Richard von Schaukal	
Thomas Jarzombek	
Brigitte Zypries	
Dominik Andreas von Kaunitz	
Charles Thomas, Prince of Löwenstein-Wertheim-Rosenberg	
Willi Rom	
Michel Ney	Bravest of the Brave
Keith Ellison	Keith Maurice Ellison
Joachim Andreas von Schlick	
Wilhelm Hartwig Beseler	
Ella Trebe	
Jean-Pierre Mourer	
Martin Garlieb Amsinck	
Oskar Reincke	
Haile Selassie I	Haile Selassie
Haile Selassie I	Ras Tafari
Haile Selassie I	Tafari Makonnen
José Carrillo de Albornoz, 1st Duke of Montemar	Jose Carrillo de Albornoz
José Carrillo de Albornoz, 1st Duke of Montemar	José Carrillo de Albornoz
Lobsang Sangay	
Beppo Römer	
Otto von Camphausen	
Rainer Wiegard	
Helge Limburg	
Ana Botella	Ana Botella Serrano
Ana Botella	Ana Maria Botella Serrano
Ana Botella	Ana María Botella Serrano
Hua Guofeng	Chairman Hua
Hua Guofeng	Hua Guo Feng
Hua Guofeng	Huaguofeng
Hua Guofeng	Premier Hua
Mstislav I Harald of Kyiv	Harald
Mstislav I Harald of Kyiv	Gabriel
Vladimir II Monomakh	Vasyl
Mstislav I Harald of Kyiv	Harald Waldemarsson
Mstislav I Harald of Kyiv	Mstislav I of Kyiv
Mstislav I Harald of Kyiv	Mstislav I Vladimirovich Monomakh
Mstislav I Harald of Kyiv	Mstyslav I of Kyiv
Mstislav I Harald of Kyiv	Mstyslav I Volodymyrovych
Mstislav I Harald of Kyiv	Mstyslav the Great
Hua Guofeng	Chairman Hua Guofeng
Hua Guofeng	Premier Hua Guofeng
Gertrud Scholtz-Klink	Gertrud Emma Scholtz-Klink
Ursula von der Leyen	Ursula Albrecht
Ursula von der Leyen	Ursula Gertrud Albrecht
Ursula von der Leyen	Ursula Gertrud von der Leyen
Ursula von der Leyen	Ursula Von der Leyen
Ursula von der Leyen	Zensursula
Mathilde Ludendorff	Mathilde Friederike Karoline Ludendorff
Robert Mayr-Harting	Robert von Mayr-Harting
Otto Gessler	Otto Karl Gessler
Archduke Ernest of Austria	Archduke Ernst of Austria
Archduke Ernest of Austria	Archduke of Austria, Prince Royal of Hungary and Bohemia
Archduke Ernest of Austria	Ernst Karl Felix Maria Rainer Gottfried Cyriak von Österreich
Zoltán Illés	Zoltan Illes
Hermann Burmeister	Burmeister
Constantine IV	Constantine V
Vladimir II Monomakh	Vladimir II
Michael I Rangabe	
Jürgen Rüttgers	
Lotte Ulbricht	
Erwin Respondek	
Ernst Meyer	
Roland Koch	
Alexander I of Scotland	Alexander 'the Fierce', King of Scotland
Alexander I of Scotland	Alexander I
Adolph Hoffmann	J. F. A. Volkmann
Adolph Hoffmann	Johann Franz Adolph Hoffmann
Théodore Kohn	Theodore Kohn
Karl von Bodelschwingh-Velmede	Ludwig Carl Christian Gisbert Friedrich von Bodelschwingh auf Velmede
Rinat Akhmetov	Rinat Leonidovych Akhmetov
Vladimir II Monomakh	Vladimir Vsevolodich
Vladimir II Monomakh	Volodimer Monomax
Vladimir II Monomakh	Volodiměrŭ Vsevolodovich
Vladimir II Monomakh	Volodymyr II Vsevolodovych
Vladimir II Monomakh	Volodymyr Monomakh
Karl Emil Lischke	
Karl Ludwig von Bruck	
Michel de Montaigne	Michel Eyquem de Montaigne
Michel de Montaigne	Miqueu Eiquem de Montanha
Michel de Montaigne	Miquèu Eiquèm de Montanha
Soraya Sáenz de Santamaría	Soraya Saenz de Santamaria
Eduard von Bonin	Eduard Wilhelm Ludwig von Bonin
Hermann Burmeister	Burmeist.
Hermann Burmeister	Burmeister, Carolus Henricus Conradus
Hermann Burmeister	Burmeister, Carolus Hermannus Conradus
Hermann Burmeister	Burmeister, Hermanno
Hermann Burmeister	Burmeister, Hermannus
Hermann Burmeister	Carl Hermann Conrad Burmeister
Hermann Burmeister	H. Burmeister
Hermann Burmeister	Hermann Carl Conrad Burmeister
Hermann Burmeister	Karl Hermann Konrad Burmeister
Hermann Burmeister	Karl Hermann Konrad von Burmeister
Franz Langoth	
Constantine IV	Konstantinos IV
Stanisław Antoni Szczuka	
Adolph Woermann	
Johann Rudolf, Count Chotek of Chotkow and Wognin	
Hans Breuer	
Hua Guofeng	Su Zhu
Stephen III of Hungary	Stephen III
Emeric, King of Hungary	
Heinrich Cunow	
Otto Planetta	
Heinrich Bernhard Oppenheim	
Helene Lange	
Ernst Graf Strachwitz	
Hans Niessl	
Lothar Kolditz	
Ludwig Draxler	
Tiberios III	Tiberius III
Yamamoto Gonnohyōe	Yamamoto Gonbei
Yamamoto Gonnohyōe	Yamamoto Gonnohyoe
Yamamoto Gonnohyōe	Yamamoto Gonnohyoue
Karl Adolf	Karl Adolf Baumbach
Karl von Czyhlarz	Karl Ritter von Czyhlarz
Heinrich Rau	Heiner Rau
Kristina Schröder	Kristina Köhler
Karl Mathy	Karl Friedrich Wilhelm Mathy
Ludwig August Mellin	
Maximilian von Prittwitz	
Willibald Pahr	
Jürgen Linden	
Carl Friedrich Leopold von Gerlach	
Clemens Binninger	
Jürgen Wagner	Jurgen Wagner
Albert of Riga	Albert of Buxthoeven
Albert of Riga	Albrecht von Buxhoevden
Josef Blösche	Josef Blosche
Andronikos I Komnenos	Andronicus Comnenus
Andronikos I Komnenos	Andronicus I Comnenus
Joseph Goebbels	Goebbels
Joseph Goebbels	Paul Joseph Goebbels
Berenguer Ramon II, Count of Barcelona	Berengar Raimond II, Conde de Barcelona
Berenguer Ramon II, Count of Barcelona	Berenguer Ramon II
Adolf Slaby	Adolf Karl Heinrich Slaby
Charles, 6th Prince of Löwenstein-Wertheim-Rosenberg	Karl, Fürst zu Löwenstein-Wertheim-Rosenberg
David Johnston	David L. Johnston
David Johnston	David Lloyd Johnston
Heraclius	Flavius Heraclius Augustus
Konstantinos VI	Constantinus
Joseph Goebbels	PJG
Olaf Scholz	Chancellor Scholz
Halga	
Prince Leopold of Bavaria	
Johanna Mikl-Leitner	
Richard III	
Max Hoffmann	Carl Adolf Maximilian Hoffmann
René Despang	Rene Despang
Miguel Ángel Asturias Rosales	Cristian Eduardo Castellanos
Lothar Binding	
Christian Minkus	
Helmuth Friedrichs	
Johanna Töpfer	
Karl Freller	
Udo zu Stolberg-Wernigerode	
Konstantinos VI	Constantine VI
Heinrich von Brentano	Heinrich Joseph Maximilian Johann Maria von Brentano di Tremezzo
Winfried Kretschmann	Winnie Kretschmann
Adolph von Pfretzschner	Adolf Freiherr von Pfretzschner
Adolph von Pfretzschner	Adolph von Pretzschner
Stefan Meier	
Ramon Berenguer II, Count of Barcelona	
Shkëlqim Cani	
August Reinsdorf	
Eberhard Diepgen	
Siegfried Gumbel	
Robert Danneberg	
Philipp von Bismarck	
Theodora	Theodora, Empress of Constantinople
Aleksandar Džombić	
Josef Wirmer	
Eugen Theodor Martin	
Rainer Grün	
Aleh Wialiczka	
Otto Rasch	Dr Dr Rasch
Otto Rasch	Emil Otto Rasch
Yuri Bogdanovich	Kobozev
Johannes Fallati	Johannes Baptista Fallati
Olaf Scholz	Scholz
Alexander Vinnikov	Alexander Aronovich Vinnikov
José Luis Rodríguez Zapatero	Jose Luis Rodriguez Zapatero
José Luis Rodríguez Zapatero	José Luis Rodriguez Zapatero
Yuri Bogdanovich	Yuri Nikolayevich Bogdanovich
Egon Klepsch	Egon Alfred Klepsch
Julius Dorpmüller	Julius Heinrich Dorpmueller
Julius Dorpmüller	Julius Heinrich Dorpmüller
Angelika Werthmann	
Hilmar Kabas	
Hubert Eisner	
John Bonacic	
Gernot Rumpold	
Gunther Krichbaum	
Karl Heine	Ernst Karl
Andreas Maurer	Andreas Josef Maurer
Denzel Washington	Denzel Hayes Washington Jr.
Justinian I	Flavius Petrus Sabbatius Justinianus
Justinian I	Iustinianus I
Justinian I	Justinian the Great
Gudrun Kugler	Gudrun Lang
Gudrun Kugler	Gudrun Veronika Kugler
Karl von Strotha	Karl Adolf von Strotha
Konrad Meyer-Hetling	Konrad Meyer
Justinian I	Imperator Caesar Flavius Petrus Sabbatius Iustinianus Augustus
Justinian I	Ioustinianos I
Justinian I	Petrus Sabbatius
Justinian I	Petrus Sabbatius Iustinianus
Gertraud Wagner-Schöppl	Dr. Gertraud Thekla Antonia Schöppl
Olga Ruder-Zeynek	Olga Rudel-Zeynek
Theophil Wurm	Theophil Heinrich Wurm
Günter Gaus	Günter Kurt Willi Gaus
Mikhail Sholokhov	Mikhail Aleksandrovich Sholokhov
Anwar Sadat	Sadat
Karl Eberhard Schöngarth	
Johann Kaspar von Seiller	
Otto Hirsch	
Friedrich von Bodelschwingh der Ältere	Friedrich Christian Carl von Bodelschwingh
Hans Tietmeyer	
Heinrich Nissen	
Andreas Joseph Hofmann	
Gertrude Fröhlich-Sandner	
Julius Gehl	
Karl Friedrich Zörgiebel	
Karl-Josef Laumann	
Waldemar von Knoeringen	
Anwar Sadat	Anwar el-Sadat
Anwar Sadat	Mohamed Anwar El Sadat
Anwar Sadat	Muhammad Anwar el-Sadat
Heinrich Konen	Heinrich Matthias Konen
Arno Breker	
Friedrich Wilhelm von Loebell	
Kersten Artus	
Siegfried Rädel	
Charles Francis Adams, Sr.	Charles Adams
Charles Francis Adams, Sr.	Charles Francis Adams
Martin Schempp	
Christel Augenstein	
Lothar von Faber	
Tom Koenigs	
Emile Kopp	Emil Kopp
Emile Kopp	Charles Kopp
Charles Francis Adams, Sr.	Charles F. Adams
Charles Francis Adams, Sr.	C. F. Adams
Evelyn Regner	
Gerhard Pfanzelter	
Zeca Schall	
Justinian II	Emperor of the East Justinian II
Justinian II	Emperor of the East Justinianus II
Justinian II	Emperor of the East Justinien II
Justinian II	Ioustinianos II
Justinian II	Iustinianus II
Justinian II	Justinian II, Emperor of Constantinople
Justinian II	Rhinotmetos
Justinian II	Rhinotmetus
Wolfgang Clement	Clement, Wolfgang
Emile Kopp	Charles Emile Kopp
Emile Kopp	Charles Émile Kopp
Ewald Stadler	Ewald Johann Stadler
Hermann Kennemann	Hermann Kennemann-Klenka
Josef Georg Hörl	Joseph Georg Hörl
Alfred Frenzel	
Günter Mittag	
Waldemar Hoven	
Charles Grad	
Albrecht von Rechenberg	
Robert Siewert	
Evo Morales	Juan Evo Morales Aima
Christian August II, Duke of Schleswig-Holstein-Sonderburg-Augustenburg	
Max von Forckenbeck	
Hippolyt Freiherr Poschinger von Frauenau	
Johann Hermann Hüffer	
Heinz Buschkowsky	
Golda Meir	Golda Mabovich
Golda Meir	Golda Meyerson
Friedrich von Georgi	Friedrich Freiherr von Georgi
Claudia Roth	Claudia Benedikta Roth
Heinrich Himmler	Himmler
Heinrich Himmler	Heinrich Hitzinger
Heinrich Himmler	Heinrich Luitpold Himmler
Bal Thackeray	Bal Keshav Thackeray
Bal Thackeray	Balasaheb Keshav Thackeray
Kurt Malangré	Kurt Malangre
Friedrich von Alefeld	Frederik Ahlefeldt
Charles of Solms-Hohensolms-Lich	Karl Fürst zu Solms-Hohensolms-Lich
Charles of Solms-Hohensolms-Lich	Prince Charles Ferdinand William of Solms-Lich-Hohensolms
Ernst Dohm	Friedrich Wilhelm Ernst
Susanne Wiest	
Gerhard Pohl	
Edward Goschen	Sir Edward Goschen, 1st Baronet
Edward Goschen	Sir William Edward Goschen, 1st Baronet
Edward Goschen	William Edward Goschen
Karl Arnold	
Christian Beyer	
Manmohan Singh	
Wolf-Heinrich Graf von Helldorf	Wolf-Heinrich Julius Otto Bernhard Fritz Hermann Ferdinand Graf von Helldorff
Gudrun Tiedge	
Franz Koller	
Archduke Franz Ferdinand	Archduke Franz Ferdinand of Austria
Archduke Franz Ferdinand	Franz Ferdinand of Austria
Archduke Franz Ferdinand	Franz Ferdinand von Österreich-Este
Evo Morales	Juan Evo Morales Ayma
John George IV, Elector of Saxony	Johann Georg IV.
John George IV, Elector of Saxony	John George IV
Christian Peter Wilhelm Beuth	Christian Peter Wilhelm Friedrich Beuth
Christian Peter Wilhelm Beuth	Peter Christian Wilhelm Beuth
Kurt Bürger	
Karl von Starck	
Josef Buchner	
Anton Reinthaller	
Otto Glöckel	
Abdullah Gül	
Georg Ledebour	
Dietrich Wilhelm Landfermann	
Julius Tandler	
Otto Frommknecht	
Willi Becker	
Thomas More	Sir Thomas More
Thomas More	Saint Thomas More
Thomas More	Thomas Morus
Thomas More	Thomas, Saint More
Thomas More	Thomas, Sir More
Friedrich-Wilhelm Krüger	
Adolf Gröber	
Bernhard Ilg	
Georg Michael Anton Kerschensteiner	Georg Kerschensteiner
Martin Gauger	
Louis Nathaniel de Rothschild	Baron Louis von Rothschild
Diocletian	Caius Aurelius Valerius Diocletianus
Diocletian	Emperor of Rome Diocletian
Diocletian	Gaius Aurelius Valerius Diocletianus
Diocletian	Marcus Aurelius Gaius Valerius Diocletianus
Clara Josephine zetkin	Clara Eißner
Otto von Brentano di Tremezzo	
Rudolf Heß	Rudolf Hess
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Antoine Ulrich duc de Brunswick-Lunebourg
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Anton Ulrich von Braunschweig-Lüneburg
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Anton Ulrich von Braunschweig-Wolfenbüttel
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	duc de Brunswick Antoine Ulrich
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	duc de Brunswick-Wolfenbüttel Anton Ulrich
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Duke of Brunswick-Wolfenbüttel Anton Ulrich
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	hertig av Braunschweig-Wolfenbüttel Anton Ulrich
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	hertog van Braunschweig-Wolfenbüttel Anton Ulrich
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Herzog Anton Ulrich Braunschweig-Lüneburg
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Herzog von Braunschweig und Wolfenbüttel Anton Ulrich
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Herzog von Braunschweig-Wolfenbüttel Anton Ulrich
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Serenissimus
John, Elector of Saxony	John of Saxony
John, Elector of Saxony	Johann
John, Elector of Saxony	Johann the Steadfast
Ludwig Uhland	Johann Ludwig Uhland
Ludwig Uhland	Uhland J Louis
Ludwig Uhland	Uhland Johann L
Ludwig Uhland	Uhland John Louis (egregiously Anglicised)
John, Elector of Saxony	Johann der Beständige
John, Elector of Saxony	Johann the Constant
John, Elector of Saxony	John the Constant
John, Elector of Saxony	John the Steadfast
John, Elector of Saxony	John, elector of Saxony
Friedrich von Praschma	Friedrich, Graf von Praschma, Freiherr von Bilkau
Petra Kelly	Petra Karin Kelly
Petra Kelly	Petra Karin Lehmann
Rudolf Heß	Rudolf Walter Richard Hess
Rudolf Heß	Rudolf Walter Richard Heß
Viola von Cramon-Taubadel	
Ambrose	Ambrosius
Ambrose	Ambrose of Milan
Ambrose	Ambrosius Mediolanensis
Ambrose	Ambrosius von Mailand
Ambrose	saint ambrose
Ambrose	Saint Ambrose
Ambrose	Saint Ambrose Bishop of Milan
Ambrose	Saint, Bishop of Milan Ambrogio
Ambrose	Saint, Bishop of Milan Ambroise
Ambrose	Saint, Bishop of Milan Ambrose
Ambrose	Saint, Bishop of Milan Amvrosīĭ
Ambrose	Saint, Bishop of Milan Aurelio Ambrogio
Ambrose	Saint, Bishop of Milan Aurelius Ambrosius
Ambrose	Saint, Bp. of Milan Ambrosius
Ambrose	St Ambrose
Ambrose	St. Ambrose
Ambrose	St. Ambrosius
Alfred Rosenberg	Alfred Ernst Rosenberg
Rudolf Petersen	Rudolf H. Petersen
Rudolf Petersen	Rudolf Hieronymus Petersen
Josef Brunner	
Heinrich Wilhelm Olbers	Heinrich Olbers
Heinrich Wilhelm Olbers	Heinrich Wilhelm Matthias Olbers
Zinaida Greceanîi	Zinaida Greceanii
Martin Sonneborn	Martin Hans Sonneborn
Sebastian Edathy	Sebastian Edathiparambil
Ulla Schmidt	
Franz Josef Ehrhart	
Friedrich Dernburg	
Ignaz Auer	
Johann Eustach von Görtz	
Karl Liebknecht	Karl Paul August Friedrich Liebknecht
Alfred Gürtler	
Jorge Rafael Videla	Jorge R. Videla
Jorge Rafael Videla	Jorge Rafael Videla Redondo
Jorge Rafael Videla	Jorge Videla
Rudolf von Sebottendorf	Adam Alfred Rudolf Glauer
David Hansemann	David Justus Ludwig Hansemann
Friedrich Adolf Trendelenburg	
Walter Momper	
Johann Wilhelm Joseph Braun	
Peter Hintze	
Rudolf Jahn	
Ernst Curtius	
Anthony Ulrich, Duke of Brunswick-Wolfenbüttel	Anthony Ulrich
