personLabel	aliasLabel
Pedro Antonio Pimentel	Pedro Antonio Pimentel y Chamorro
Pedro Antonio Pimentel	Pimentel, Pedro Antonio
Augustus II the Strong	Augustus the Strong
Henry II the Pious	Heinrich II, Duke of Cracow
Henry II the Pious	Henryk II Pobożny
Henry II the Pious	Servant of God Henry II the Pious
Oscar von Sydow	Oscar Fredrik von Sydow
George Aiken	George D. Aiken
George Aiken	George David Aiken
Fernando Belaúnde Terry	Fernando Belaunde Terry
John I Albert	Johann I Albrecht, King of Poland
Gabriele Lösekrug-Möller	Gabriele Losekrug-Moller
Augustus II the Strong	August II Mocny
Augustus II the Strong	Augusto II el Fuerte
Augustus II the Strong	Augustus II
Augustus II the Strong	Hercules saxonicus
Alexander Józef Sulkowski	Aleksander Jozef Sułkowski
Alexander Józef Sulkowski	Anton Joseph von Sulkowski
Árpád Göncz	Arpad Goncz
George Lepping	Sir George Gerea Dennis Lepping
Felix Hamrin	Felix Teodor Hamrin
Gerónimo Arnedo Álvarez	Geronimo Arnedo Alvarez
John A. Mead	John Abner Mead
Brian Peckford	Alfred Brian Peckford
Axel Pehrsson-Bramstorp	Axel Alarik Pehrsson-Bramstorp
Alfred Heinrich Ilg	Alfred Ilg
Joseph-Ernst Graf Fugger von Glött	J.E. Fugger Von Glött
Oriol Junqueras	Oriol Junqueras i Vies
Snorri Sturluson	Snorri Sturlason
Olof Palme	Sven Olof Joachim Palme
Max Niedermann	Max Jakob Niedermann
Tage Erlander	Tage Fritjof Erlander
Snorri Sturluson	Snorre Sturlusson
Christoffel Brändli	Christoffel Braendli
Helen Gahagan Douglas	Helen G. Douglas
Helen Gahagan Douglas	Helen Gahagan
Helen Gahagan Douglas	Helen Mary Gahagan
Emil Welti	Friedrich Emil Welti
Heinrich Escher	Heinrich Escher vom Glas
Heinrich Escher	Johann Heinrich Escher
Heinrich Escher	Johann Heinrich Escher vom Glas
Max Zimmering	Mix
Rickard Sandler	Richard Sandler
Hans-Jürg Fehr	Hans-Juerg Fehr
Stephen Báthory	Stefan I Batory
Stephen Báthory	Stephen Bathory
Stephen Báthory	Stephen I Bathory
John Hay	John Milton Hay
Bolesław IV the Curly	Boleslaw IV, Duke of Cracow
Eduard von Jachmann	Eduard Karl Emanuel von Jachmann
Robert L. Bacon	Robert Low Bacon
Wolfgang Aßbrock	Wolfgang Assbrock
Charles-Gaspard de la Rive	Charles-Gaspard de la Rive-Boissier
Enver Hoxha	Anwar Khalil Khoja
Enver Hoxha	Anwar Khoja
Enver Hoxha	Enver Halil Hoxha
Enver Hoxha	Hoxha
Göran Persson	Goeran Persson
Göran Persson	Goran Persson
Göran Persson	Hans Göran Persson
Rickard Sandler	Rickard Johannes Sandler
Max Zimmering	M.Z
Owen A. Wells	Owen Augustine Wells
Christopher Cocksworth	Christopher John Cocksworth
James W. Covert	James Way Covert
John W. Lawrence	John Watson Lawrence
John W. Lawrence	Rep. John Watson Lawrence
Serkan Tören	Serkan Toren
Amazonino Mendes	Amazonino Armando Mendes
Stephen Báthory	Stefan Batory
Felix Gutzwiller	Gutzwiller
Julius Engel	Julius Friedrich Theodor Engel
Carl Gustaf Ekman	C. G. Ekman
Peter Tauber	Peter Michael Tauber
Bolesław III Wrymouth	Boleslas III the Wry-mouthed
Bolesław III Wrymouth	Boleslaus III the Wry-mouthed
Przemysł II	Przemysl 02
Felix Gutzwiller	F Gutzwiller
Felix Gutzwiller	F. Gutzwiller
Felix Gutzwiller	Gutzwiller F
Felix Gutzwiller	Gutzwiller F.
Klaus Dierks	Karl Otto Ludwig Klaus Dierks
Werner Hilpert	Werner Johannes Hilpert
Max Huber	Hans Max Huber
Max Huber	Max Huber-Escher
Alicia Sánchez-Camacho	Alicia Sanchez-Camacho
Nadja Umbricht Pieren	Nadja Pieren
Richard W. Barton	Richard Walker Barton
Johann Rudolf Huber	huber
Johann Rudolf Huber	johann rudolf huber
Johann Rudolf Huber	Johann Rudolf Huber the elder
Johann Rudolf Huber	Johann Rudolf Huber the Elder
Johann Rudolf Huber	Johann Rudolf, the elder Huber
Johann Rudolf Huber	Johann Rudolf, the Elder Huber
Johann Rudolf Huber	Johann Rudolph I Huber
Johann Rudolf Huber	Johann-Rudolf Huber
Johann Rudolf Huber	Rudolph Huber
Diane Dodds	Diane Jean Dodds
Johann Georg Rist	Johan Georg Rist
Josef Munzinger	Joseph Munzinger
Josef Munzinger	Martin J. Munzinger
Josef Munzinger	Martin Josef Munzinger
Yvette Estermann	Iveta Gavlasovà
Bernhard Hanssen	Bernhard Georg Jacob Hanssen
André Simonazzi	Andre Simonazzi
Lilian Uchtenhagen	Lilian Uchtenhagen geb Brunner
Manuel Prado Ugarteche	Manuel Carlos Prado y Ugarteche
Jakob Dubs	Jacob Dubs
Alfred Büchi	Alfred Buechi
Frederick C. Hicks	Frank C. Hicks
Frederick C. Hicks	Frank Hicks
Frederick C. Hicks	Frederick Charles Hicks
Georgy Zhukov	Georgy Konstantinovich Zhukov
Robert Cramer	Robert Christian Cramer
Konrad I of Masovia	Conrad I Herzog von Massovia
Wolfgang Bosbach	Wolfgang Walter Wilhelm Bosbach
Gıyasettin Sayan	Giyasettin Sayan
Juan Antonio Martínez	Juan Antonio Martinez
Hjalmar Branting	Karl Hjalmar Branting
Josef Altstötter	Josef Altstoetter
Josef Altstötter	Joseph Altstoetter
Arthur von Mohrenheim	Artur Pavlovich von Mohrenheim
Arthur von Mohrenheim	Artur Pawlowitsch von Mohrenheim
Arthur von Mohrenheim	Artur von Mohrenheim
Nuno José Severo de Mendoça Rolim de Moura Barreto, 1st Duke of Loulé	Nuñez de Mendoça, 1st Duque de Loulé
Ricardo Pérez Godoy	Ricardo Perez Godoy
Andreas Heusler	Andreas Heusler-Sarasin
Víctor Jara	Victor Jara
Paweł Kukiz	Pawel Kukiz
Shinjirō Honryō	Shinjiro Honryo
Shinjirō Honryō	Shinjirou Honryou
Peter Dürrenmatt	Peter Duerrenmatt
Bento da Cruz	Bento Gonçalves da Cruz
Christoph Mörgeli	Christoph Moergeli
Thomas Haymond	Thomas Sherwood Haymond
Pablo Emilio Madero	Pablo Emilio Madero Belden
Ludwig Georg von Winter	Ludwig Georg Winter
Walter Förderer	Walter Foerderer
Walter Förderer	Walter M. Förderer
Walter Förderer	Walter Maria Förderer
Laurence Olivier	Baron Olivier of Brighton
Laurence Olivier	The Lord Olivier
Víctor Jara	Victor Victor
Fritz Maxin	Fritz Wilhelm Maxin
Hermann Bürgi	Hermann Buergi
John A. Searing	John Alexander Searing
Karl Schenk	Johann Carl Emmanuel Schenk
Karl Schenk	Johann Karl Emmanuel Schenk
Fritz Rössler	Franz Richter
Robert Benson, 1st Baron Bingley	Robert Benson
Władysław I the Elbow-high	Ladislao I Lokieteck
Władysław I the Elbow-high	Ladislau I the Elbow-high
Laurence Olivier	Laurence Kerr Olivier
Laurence Olivier	Sir Laurence Olivier
Benjamin Sheares	Benjamin Henry Sheares
Leszek I the White	Leszek I, Duke of Cracow
Ferdinand von Dietrichstein	Ferdinand Joseph Prinz von Dietrichstein-Nicholsburg
Johann Näher	Johann Naeher
Víctor Jara	Victor Lidio Jara Mar
Víctor Jara	Víctor Lidio Jara Martínez
Meg Whitman	Margaret Whitman
Meg Whitman	Margaret Cushing Whitman
Marcelino Olaechea	Marcelino Olaechea de Loizaga
Marcelino Olaechea	Marcelino Olaechea Loizaga
Meg Whitman	"Margaret Cushing ""Meg"" Whitman"
Meg Whitman	Meg Cushing Whitman
Mieszko III the Old	Mieszko III Stary
Nambaryn Enkhbayar	Enkhbayar Nambar
Nambaryn Enkhbayar	N.Enkhbayar
Robert Benson, 1st Baron Bingley	Robert Benson, 1st and last Baron of Bingley
Demosthenes	Dimosthenis
José Antonio Rueda Crespo	Jose Antonio Rueda Crespo
Rainald of Dassel	Rainald von Dassel
Leszek Miller	Leszek Cezary Miller
Otto Dickel	Johann Otto Eduard Dickel
Paul Deighton, Baron Deighton	Lord Deighton
Paul Deighton, Baron Deighton	Paul Clive Deighton
Paul Deighton, Baron Deighton	Paul Clive Deighton, Baron Deighton
Paul Deighton, Baron Deighton	Paul Deighton
Joscelin II	Count of Edessa Joscelin II
Joscelin II	Joscelin II de Courtenay, Count of Edessa
Hans-Heinrich Ehlen	Heiner Ehlen
Miklós Horthy	Miklos Horthy
Janina Ochojska	Janina Ochojska-Okońska
Géraldine Savary	Geraldine Savary
Johann Michael Franz Birnbaum	J.M.F. Birnbaum
Marc-André Bédard	Marc-Andre Bedard
Prince Henry, Duke of Gloucester	Henry Gloucester
Prince Henry, Duke of Gloucester	Henry William Frederick Albert
Prince Henry, Duke of Gloucester	Henry Windsor
Prince Henry, Duke of Gloucester	Prince Henry
Prince Henry, Duke of Gloucester	Prince Henry of Cornwall and York
Prince Henry, Duke of Gloucester	Prince Henry of Wales
Prince Henry, Duke of Gloucester	Prince Henry of York
Prince Henry, Duke of Gloucester	Prince Henry William Frederick Albert, Duke of Gloucester
Prince Henry, Duke of Gloucester	The Prince Henry
Miguel Hidalgo y Costilla	Miguel Hidalgo
Alina Margolis-Edelman	Alina Margolis
Władysław III of Poland	Ladislao III Jagellón II
Władysław III of Poland	Ladislaus of Varna
Władysław III of Poland	Władysław III Jagiellon
Władysław III of Poland	Władysław III Warneńczyk
Aleksander Kwaśniewski	Aleksander Kwasniewski
Władysław III Spindleshanks	Wladislaw III, Duke of Cracow
Wojciech Jaruzelski	Wojciech Witold Jaruzelski
Zsolt Semjén	Semjén Zsolt
Zsolt Semjén	Zsolt Semjen
Natalie Rickli	Natalie Simone Rickli
Fernando Gutiérrez Barrios	Fernando Gutierrez Barrios
Jacek Kuroń	Jacek Jan Kuroń
Miguel Hidalgo y Costilla	Miguel Gregorio Antonio Francisco Ignacio Hidalgo-Costilla y Gallaga Mandarte Villaseñor
Leopoldo Fortunato Galtieri	Leopoldo Fortunato Galtieri Castelli
Władysław II Jagiełło	Jogaila
Władysław II Jagiełło	Vladislav II
Władysław II Jagiełło	Vladislav II of Poland
Hans-Karl Koch	Johannes Karl 'Hans-Karl' Ernst Fritz Koch
Jarosław Kaczyński	Jarosław Aleksander Kaczyński
Arthur Văitoianu	Artur Văitoianu
Theophil Sprecher von Bernegg	Theophil Andreas Luzius Sprecher von Bernegg
Jarosław Kaczyński	Jaroslaw Kaczynski
Eduard Blösch	Eduard Bloesch
Jerzy Buzek	Jerzy Karol Buzek
Edward Bernard Raczyński	Count Eduard Raczynski, Ragolin in Posen
Edward Bernard Raczyński	Count Edward Andre Raczynski
Stanisław Wojciechowski	Stanislaw Wojciechowski
Hans Conrad Escher	Hans Conrad Escher vom Luchs
Hans Conrad Escher	Hans Conrad von Escher
Hans Conrad Escher	Hans Konrad Escher
Kazimierz Sabbat	Kazimierz Aleksander Sabbat
Marek Belka	Marek Marian Belka
Eduard Freimüller	Eduard Freimueller
Hans Künzi	Hans Kuenzi
Ignazio Cassis	Ignazio Daniele Giovanni Cassis
Lulach	Lulach 'the Fool', King of Alba
Andriy Melnyk	Andriy Atanasovich Melnyk
Carwyn Jones	Carwyn Howell Jones
Otto von Büren	Otto von Bueren
Kazimierz Chłapowski	Casimir von Chlapowski
Pralhad Keshav Atre	Āchārya Atre
Pralhad Keshav Atre	Prahlad Keshav Atre
Pralhad Keshav Atre	Prahlād Keshav Atre
Joseph Baumgartner	Josef Baumgartner
George Edward Cole	George E. Cole
Camilo Osías	Camilo Osias
Juliane von Friesen	Juliane Freifrau von Friesen
Hans Stähli	Hans Staehli
Józef Oleksy	Jozef Oleksy
Anton Heinrich Friedrich Stadion	Friedrich Anton Heinrich, Graf von Stadion zu Warthausen
Max von Bock und Polach	Max von Bock and Polach
Archduke Rainer Ferdinand of Austria	Archduke Rainer
Archduke Rainer Ferdinand of Austria	Archduke Rainer the Younger
Archduke Rainer Ferdinand of Austria	Erzherzog Rainer
Archduke Rainer Ferdinand of Austria	Rainer Ferdinand of Austria
Friedrich Ludwig Effinger	Friedrich Ludwig von Effinger
Ernst Bärtschi	Ernst Baertschi
Chantal Galladé	Chantal Gallade
Leszek Balcerowicz	Leszek Henryk Balcerowicz
Boethius	Anicius Manlius Torquatus Severinus Boethius
Boethius	Anicus Manlius Severinus Boethius
Jan Olszewski	Jan Ferdynand Olszewski
John F. Lewis	John Francis Lewis
Boethius	Anicius Manlius Severinus Boëthius
Aloys, Prince of Löwenstein-Wertheim-Rosenberg	Aloys, 7th Prince of Löwenstein-Wertheim-Rosenberg
Aloys, Prince of Löwenstein-Wertheim-Rosenberg	Aloys, Fürst zu Löwenstein-Wertheim-Rosenberg
Banhan Sinlapa-acha	Banharn Silpa-archa
Gottlieb Ringier	Karl Albrecht Gottlieb Ringier
Helen Leumann	Helen Leumann-Würsch
Helen Leumann	Helen Würsch
Théodore Aubert	Theodore Aubert
Isma'il Pasha	Ismā‘īl Bāshā
Isma'il Pasha	İsmail Paşa
Isma'il Pasha	Ismail Pasha
Isma'il Pasha	Ismail the Magnificent
Isma'il Pasha	Ismaʿil
Jan Evangelista Purkyně	Jan Purkyně
Jan Evangelista Purkyně	Purkinje
Willem III of the Netherlands	William III
Yelü Chucai	Wenzheng
Yelü Chucai	Jinqing
Willem III of the Netherlands	Willem III
Eugen Jäger	Eugen Jaeger
Eugen Jäger	Franz Paul Joseph Eugen Jäger
Thérèse Meyer	Therese Meyer
Gerhard Gesemann	Gerhard Friedrich Franz Gesemann
Alexander Pokryshkin	Alexander Ivanovich Pokryshkin
Virgil Goode	Virgil Hamlin Goode, Jr.
Édouard Dapples	Edouard Dapples
Léon Nicole	Leon Nicole
Willem III of the Netherlands	King William III of the Netherlands
Willem III of the Netherlands	Willem III der Nederlanden
Willem III of the Netherlands	Z.M. den Koning
Stephen Pace	Olin Stephen Pace
Prince Albert Victor, Duke of Clarence and Avondale	Eddy
Hans Karl Oskar Stubbe	Hans Stubbe
Gisèle Ory	Gisele Ory
Martin Říman	Martin Riman
Franz Reichleitner	Franz Karl Reichleitner
Yelü Chucai	Yelv Chucai
Yelü Chucai	Zhanran jushi
Prince Albert Victor, Duke of Clarence and Avondale	Albert Victor Christian Edward
Marlies Bänziger	Marlies Baenziger
Prince Albert Victor, Duke of Clarence and Avondale	Prince Albert Victor Christian Edward of Wales
Prince Albert Victor, Duke of Clarence and Avondale	Prince Albert Victor Christian Edward, Duke of Clarence and Avondale
Prince Albert Victor, Duke of Clarence and Avondale	Prince Albert Victor of Wales
Prince Albert Victor, Duke of Clarence and Avondale	Prince Eddy
Achille Casanova	Casanova
Friedrich Erismann	Friedrich Huldreich Erismann
Willem III of the Netherlands	Prince William of Orange
Folke jarl	Folke, Jarl in Sweden
Klaus Schädelin	Klaus Schaedelin
Maurice Glayre	Pierre-Maurice Glayre
Eduard August Rübel	Rübel
Pompey	Cn. Pompeius Magnus
Pompey	Pompey Magnus
Pompey	Pompey the Great
Louis Perrier	Louis François Perrier
Louis Perrier	Louis-François Perrier
Rémy Pagani	Remy Pagani
André Bugnon	Andre Bugnon
Eduard August Rübel	Eduard August Ruebel
Eduard August Rübel	Eduard Rübel-Blass
John Tomlinson, Baron Tomlinson	John Edward Tomlinson, Baron Tomlinson
Archduke Wilhelm of Austria	Archduke Wilhelm Franz of Austria
Archduke Wilhelm of Austria	Vasyl Vyshyvany
Archduke Wilhelm of Austria	Wilhelm Franz Joseph Karl Erzherzog von Österreich
Archduke Wilhelm of Austria	Wilhelm Habsburg
Susanne Hirzel	Susanne Zeller
Friedrich List	Georg Friedrich List
Pierre Maudet	Pierre-Henri Maudet
Pompey	Gnaeus Pompeius Magnus
Hanns Albin Rauter	Rauter
Gianni Vattimo	Gian Teresio Vattimo
Gianni Vattimo	Gianteresio Vattimo
José Martí	Jose Marti
Albert I, Prince of Monaco	Prince Albert of Monaco
Jean Monnet	Jean Omer Marie Gabriel Monnet
Eberhard I	Eberhard
Johann Baptist Mangès	Johann Baptist Manges
Eugène Ruffy	Eugene Ruffy
Hanns Albin Rauter	Johann Baptist Albin Rauter
Cédric Wermuth	Cedric Wermuth
Paul Hinkler	Paul Georg Otto Hinkler
Hans Hürlimann	Hans Huerlimann
Barbara Rosenkranz	Barbara Schörghofer
Georges-André Chevallaz	Georges-Andre Chevallaz
Heinrich Häberlin	Heinrich Haeberlin
František Palacký	Francis Palacky
František Palacký	Frantisek Palacky
Zbigniew Ziobro	Zbigniew Tadeusz Ziobro
Honorius	Emperor of Rome Flavius Honorius
Honorius	Emperor of Rome Honorius
Honorius	Emperor of the West Honorius
Honorius	Flavius Honorius
Honorius	Flavius, Emperor of Rome Honorius
Ruud Lubbers	R.F.M. Lubbers
Ruud Lubbers	Rudolphus Franciscus Marie Lubbers
Ruud Lubbers	Ruud F.M. Lubbers
Dimitrie Cantemir	Dimitrie Cantermir
Christine Egerszegi	Christine Egerszegi-Obrist
Wesley Clark	Wesley Kanne Clark
Johanna Dohnal	Johanna Dietz
Adolf Černý	Jan Rokyta
Tom Tancredo	Thomas Gerard Tancredo
Joseph Kignoumbi Kia Mboungou	Kignoumbi Kia Mboungou
Joseph Kignoumbi Kia Mboungou	KIGNOUMBI KIA MBOUNGOU Joseph
Joseph Kignoumbi Kia Mboungou	KIGNOUMBI KIA MBOUNGOU JOSEPH
Claude Lässer	Claude Laesser
Johanna Dohnal	Johanna Aloisia Dietz
Johanna Dohnal	Johanna Aloisia Dohnal
Joe Lieberman	Joseph I. Lieberman
Joe Lieberman	"Joseph Isadore ""Joe"" Lieberman"
Joe Lieberman	Joseph Isadore Lieberman
Joe Lieberman	Joseph Lieberman
Wim Duisenberg	W.F. Duisenberg
Wim Duisenberg	Willem F. Duisenberg
Wim Duisenberg	Willem Frederik Duisenberg
Walter Pfrimer	Dr. Walter Pfrimer
Prosper Mérimée	Prosper Merime
Prosper Mérimée	Prosper Mérimé
Prosper Mérimée	Prosper Merimee
Prosper Mérimée	Prosper Merimée
Prosper Mérimée	Prosper Mériméé
Prosper Mérimée	Prosper Mèrimèe
Prosper Mérimée	Prospero Merime
Prosper Mérimée	Prospero Merimee
Prosper Mérimée	Próspero Mériméé
Adolf Černý	Adolf Cerny
Aleksandr Zimovsky	Alexander Zimovsky
Ehud Barak	Ehud Brog
Jürg Scherrer	Juerg Scherrer
Nick Griffin	Nicholas John Griffin
Alfred Borel	Alfred Louis Borel
Pierre Broussel	Broussel
Anna I of Russia	Anna Ivanovna
Anton Hofreiter	Hofreiter
Ian Karan	Ian Kiru Karan
Ed Zschau	Edwin Van Wyck Zschau
Esmael Mangudadatu	Esmael G. Mangudadatu
Esmael Mangudadatu	Esmael Gaguil Mangudadatu
Esmael Mangudadatu	Ismael Mangudadatu
Annemarie Biechl	Anne Biechl
Berkeley L. Bunker	Berkeley Lloyd Bunker
Bernard Coard	Bernard Winston Coard
Bernard Coard	Winston Bernard Coard
Herbard VIII von Auersperg	Herward VIII, Freiherr von Auersperg
Tim Pawlenty	"Timothy James ""Tim"" Pawlenty"
Tim Pawlenty	Timothy James Pawlenty
Henry VI of England	King of England Henry VI
Bou Ahmed	Ba Ahmed
Henry Bentinck, 1st Duke of Portland	Henry Bentinck
Josef Escher	Joseph Escher
Anna I of Russia	Anna Ioannovna
John Chetwynd-Talbot, 1st Earl Talbot	John Chetwynd Talbot
Theodosius II	Emperor of Rome Theodosius II
Theodosius II	Flavius Theodosius Junior Augustus
Theodosius II	Theodosius the Calligrapher
Theodosius II	Theodosius the Younger
Anderson Dawson	Andrew Dawson
Henry VI of England	Henry VI
Isak Brenner	Isaacus Henrici Brennerus
Wilfried Haslauer Jr.	Wilfried Haslauer
Tom Lantos	Thomas Peter Lantos
Norodom Sihanouk	Sihanouk
Johann Cesar VI. Godeffroy	J. C. Godeffroy
Johann Cesar VI. Godeffroy	Johann Cesar Godeffroy
Josip Filipović	Joseph Freiherr von Philippovich
Philipp Stähelin	Philipp Staehelin
Norodom Sihanouk	King Norodom Sihanouk
Norodom Sihanouk	King Sihanouk
Norodom Sihanouk	Prince Norodom Sihanouk
Norodom Sihanouk	Prince Sihanouk
Emil Frey	Emil Johann Rudolf Frey
Henry III of England	Henry III
Michael Meister	Michael Günther Meister
Heinrich Simon	August Heinrich Simon
Angela Davis	Angela Y. Davis
Angela Davis	Angela Yvonne Davis
Charles Edward, Duke of Saxe-Coburg and Gotha	Carl Eduard
Charles-Maurice de Talleyrand-Périgord	Charles Maurice de Talleyrand-Perigord
Charles-Maurice de Talleyrand-Périgord	Charles Maurice de Talleyrand-Périgord
Charles-Maurice de Talleyrand-Périgord	Charles Maurice Talleyrand de Périgord, Prince of Benevento
Charles-Maurice de Talleyrand-Périgord	Charles-Maurice de Talleyrand-Perigord
Charles-Maurice de Talleyrand-Périgord	Talleyrand
Peter II of Russia	Pedro II Alexéievich
Peter II of Russia	Peter II Alexeyevich
Franz Xaver Dieringer	Dieringer, Franz Xaver
James Breckinridge	Col. James Breckinridge
Claude Hêche	Claude Heche
József Grősz	Josef Grösz
Nicolae Văcăroiu	Nicolae Vacaroiu
Norodom Sihanouk	Narottama Sīhanu
Anthony Lester, Baron Lester of Herne Hill	Anthony Paul Lester
Anthony Lester, Baron Lester of Herne Hill	Anthony Paul Lester, Baron Lester of Herne Hill
Anthony Lester, Baron Lester of Herne Hill	Lord Lester
Henry III of England	Henry of Winchester
Johann Cesar VI. Godeffroy	Johan Cesar Godeffroy
Josef Franz Wittemann	Franz Joseph Wittemann
Frederic Leighton	Leighton
Frederic Leighton	1st Baron Leighton of Stretton Frederic Leighton
Frederic Leighton	Baron Leighton
Frederic Leighton	F. Leighton
